,Unnamed: 0,Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),distance
15471,5084,24.0,4.7,Sandstorms,Low,1,Snack,scooter,1.0,No,Metropolitian,11,20002.51569819301
15472,4285,25.0,4.6,Stormy,Low,1,Snack,scooter,0.0,No,Metropolitian,12,20002.51569819301
15473,7862,37.0,3.5,Windy,Jam,1,Drinks,scooter,2.0,No,Metropolitian,38,20002.51569819301
15474,7721,28.0,4.6,Fog,High,0,Buffet,motorcycle,0.0,No,Metropolitian,23,20002.515698067244
15475,11500,31.0,4.7,Stormy,Low,2,Meal,electric_scooter,0.0,No,Metropolitian,21,20002.515698067244
15476,166,37.0,4.6,Cloudy,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,32,20002.515698067244
15477,20849,30.0,4.3,Stormy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,35,20002.515698067244
15478,19212,21.0,4.4,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,37,20002.515698067244
15479,10467,24.0,4.8,Cloudy,Jam,2,Buffet,electric_scooter,0.0,No,Metropolitian,21,20002.515698067244
15480,34908,36.0,4.7,Sandstorms,High,1,Meal,scooter,1.0,No,Urban,26,20002.515698067244
15481,14071,38.0,4.7,Stormy,Low,2,Drinks,scooter,1.0,No,Urban,23,20002.515698067244
15482,37242,33.0,4.7,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,25,20002.515698067244
15483,33971,30.0,4.8,Sunny,Jam,2,Meal,motorcycle,0.0,No,Metropolitian,18,20002.515698067244
15484,9477,29.0,4.5,Cloudy,Medium,1,Drinks,scooter,0.0,No,Metropolitian,25,20002.515698067244
15485,16366,32.0,4.9,Cloudy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,41,20002.515688043302
15486,13718,28.0,4.5,Cloudy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,23,20002.515688043302
15487,12916,22.0,4.8,Sunny,Low,1,Snack,scooter,1.0,No,Metropolitian,16,20002.515688043302
15488,9404,24.0,4.9,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,24,20002.515688043302
15489,20010,27.0,4.7,Windy,Low,2,Meal,scooter,0.0,No,Urban,13,20002.515688043302
15490,35933,26.0,4.9,Sunny,Low,1,Buffet,motorcycle,0.0,No,Urban,19,20002.515688043302
15491,14027,27.0,4.8,Stormy,Jam,2,Snack,motorcycle,0.0,No,Metropolitian,17,20002.515688043302
15492,45304,34.0,4.9,Stormy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,29,20002.515688043302
15493,431,29.0,4.9,Cloudy,High,0,Drinks,motorcycle,1.0,No,Urban,27,20002.515688043302
15494,28214,32.0,4.8,Fog,Jam,2,Buffet,scooter,1.0,No,Metropolitian,27,20002.515688043302
15495,10006,37.0,4.6,Fog,Jam,0,Drinks,motorcycle,2.0,No,Metropolitian,40,20002.515688043302
15496,6194,34.0,4.9,Stormy,Medium,0,Snack,motorcycle,1.0,No,Urban,26,20002.515687793973
15497,19323,33.0,4.6,Fog,Jam,1,Snack,motorcycle,2.0,No,Metropolitian,46,20002.515687793973
15498,35664,28.0,4.6,Windy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,17,20002.515687793973
15499,41990,30.0,4.6,Windy,High,2,Buffet,motorcycle,2.0,No,Metropolitian,33,20002.515687793973
15500,38270,37.0,3.5,Stormy,Jam,2,Snack,scooter,2.0,No,Metropolitian,40,20002.515687793973
15501,25185,24.0,4.7,Windy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,27,20002.515687793973
15502,27480,31.0,4.6,Fog,Low,1,Buffet,scooter,0.0,No,Urban,19,20002.515687793973
15503,23670,29.0,4.9,Cloudy,Low,0,Buffet,motorcycle,1.0,No,,19,20002.515687793973
15504,3200,26.0,4.9,Fog,Jam,1,Buffet,scooter,1.0,No,Metropolitian,44,20002.515687793973
15505,12327,34.0,4.9,Sunny,Low,2,Drinks,electric_scooter,1.0,No,Metropolitian,11,20002.515687793973
15506,20293,38.0,4.6,Windy,Jam,2,Snack,scooter,1.0,No,Urban,29,20002.515687793086
15507,30336,34.0,4.2,Stormy,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,44,20002.515687793086
15508,1345,35.0,4.7,Cloudy,Medium,2,Snack,electric_scooter,0.0,No,,15,20002.515687793086
15509,21983,36.0,4.8,Fog,Low,0,Drinks,motorcycle,1.0,No,Urban,35,20002.515687793086
15510,348,31.0,4.0,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,35,20002.515687793086
15511,24911,35.0,4.1,Fog,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,33,20002.515687793086
15512,33939,30.0,4.4,Stormy,High,2,Buffet,scooter,1.0,No,Metropolitian,32,20002.515687793086
15513,37315,22.0,4.6,Fog,Low,0,Buffet,motorcycle,1.0,No,Urban,18,20002.515687793086
15514,33133,38.0,4.6,Stormy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,21,20002.515687793086
15515,14304,38.0,4.9,Stormy,Medium,1,Meal,motorcycle,1.0,No,Urban,25,20002.515687793086
15516,34224,31.0,4.7,Stormy,Jam,0,Buffet,motorcycle,1.0,No,Semi-Urban,46,20002.515687793086
15517,13745,35.0,4.0,Windy,High,1,Buffet,scooter,1.0,No,Metropolitian,33,20002.515687793086
15518,8354,28.0,4.6,Sandstorms,Low,2,Buffet,scooter,0.0,No,Urban,10,20002.515687723964
15519,43768,21.0,4.7,Cloudy,Medium,1,Buffet,motorcycle,0.0,No,Urban,15,20002.515687723964
15520,36535,28.0,4.7,Sandstorms,Jam,2,Buffet,scooter,0.0,No,Metropolitian,27,20002.515687723964
15521,27888,25.0,4.6,Fog,Jam,2,Snack,electric_scooter,1.0,Yes,Metropolitian,41,20002.515687723964
15522,28769,21.0,5.0,Sunny,Low,2,Buffet,electric_scooter,1.0,No,Metropolitian,24,20002.515687723964
15523,28996,30.0,4.9,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,40,20002.515687723964
15524,7752,38.0,4.0,Fog,Medium,2,Meal,scooter,1.0,No,Metropolitian,36,20002.515687723964
15525,18312,39.0,5.0,Sunny,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,19,20002.515687723964
15526,29751,36.0,4.4,Stormy,Jam,2,Snack,motorcycle,2.0,No,Metropolitian,41,20002.515687723964
15527,8053,25.0,4.1,Fog,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,36,20002.515687723964
15528,17539,21.0,4.9,Stormy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,20,20002.515687723964
15529,2496,29.0,4.9,Stormy,Low,2,Meal,electric_scooter,0.0,No,Metropolitian,12,20002.515687588366
15530,26855,22.0,4.9,Fog,Medium,2,Meal,scooter,1.0,No,Metropolitian,26,20002.515687588366
15531,3772,20.0,4.7,Cloudy,Low,1,Meal,scooter,1.0,No,Urban,29,20002.515687588366
15532,14359,20.0,4.7,Fog,Low,2,Snack,motorcycle,0.0,No,Metropolitian,14,20002.515687588366
15533,42608,28.0,4.3,Stormy,Jam,0,Meal,motorcycle,1.0,No,Urban,32,20002.515687588366
15534,6177,29.0,4.5,Stormy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,15,20002.515687588366
15535,39153,23.0,4.9,Fog,Low,2,Buffet,electric_scooter,1.0,No,Metropolitian,22,20002.515687588366
15536,13958,28.0,4.5,Sunny,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,25,20002.515687588366
15537,2198,36.0,4.9,Cloudy,Medium,1,Snack,motorcycle,0.0,No,Metropolitian,31,20002.515687588366
15538,5107,22.0,4.6,Fog,Low,2,Meal,motorcycle,1.0,No,Metropolitian,29,20002.515687588366
15539,6915,30.0,4.6,Windy,Low,2,Meal,scooter,1.0,No,Metropolitian,26,20002.515687588366
15540,2619,,,Stormy,Jam,2,Snack,scooter,1.0,No,Urban,35,20002.51568757254
15541,6295,34.0,4.6,Cloudy,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,40,20002.51568757254
15542,41265,22.0,4.9,Sandstorms,Low,1,Drinks,scooter,0.0,No,Urban,12,20002.51568757254
15543,25685,20.0,5.0,Sandstorms,Jam,2,Meal,scooter,1.0,No,Metropolitian,28,20002.51568757254
15544,27977,36.0,5.0,Sunny,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,22,20002.51568757254
15545,10573,33.0,4.2,Stormy,Jam,1,Snack,scooter,2.0,No,Urban,43,20002.51568757254
15546,39240,39.0,3.9,Fog,Low,2,Meal,electric_scooter,1.0,No,Metropolitian,36,20002.51568757254
15547,10200,20.0,4.9,Windy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,31,20002.51568757254
15548,32366,26.0,4.8,Cloudy,Medium,2,Buffet,scooter,0.0,No,Metropolitian,35,20002.51568757254
15549,10801,29.0,4.9,Sunny,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,17,20002.515687546602
15550,4013,37.0,4.3,Fog,Jam,2,Drinks,scooter,2.0,Yes,Metropolitian,40,20002.515687546602
15551,36982,24.0,4.7,Fog,Low,0,Snack,motorcycle,0.0,No,Metropolitian,19,20002.515687546602
15552,20300,28.0,4.7,Cloudy,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,21,20002.515687546602
15553,25980,26.0,4.8,Sunny,Jam,2,Buffet,scooter,0.0,No,Metropolitian,16,20002.515687546602
15554,19398,24.0,4.6,Fog,Low,1,Snack,scooter,0.0,No,Metropolitian,12,20002.515687546602
15555,42826,50.0,6.0,,,3,Drinks,electric_scooter,1.0,No,Metropolitian,19,20002.515687546602
15556,32960,33.0,5.0,Stormy,Jam,1,Meal,motorcycle,1.0,No,Urban,25,20002.515687546602
15557,31536,35.0,4.8,Sunny,Low,2,Meal,scooter,1.0,No,Urban,17,20002.515687546602
15558,40923,21.0,4.6,Stormy,Jam,2,Buffet,motorcycle,1.0,No,,16,20002.515687546602
15559,36682,20.0,4.9,Sunny,Low,2,Snack,scooter,1.0,No,Metropolitian,20,20002.515687546602
15560,24430,21.0,4.8,Windy,Medium,1,Buffet,motorcycle,0.0,No,Urban,23,20002.515687546602
15561,35113,27.0,4.9,Fog,Jam,2,Meal,scooter,1.0,No,Metropolitian,28,20002.515687546602
15562,7321,,,,,3,Drinks,electric_scooter,1.0,No,Metropolitian,41,20002.515687546602
15563,15946,33.0,4.9,Fog,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,43,20002.515687546602
15564,32453,36.0,4.9,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,30,20002.515687546318
15565,43349,26.0,4.6,Stormy,Low,2,Drinks,scooter,1.0,No,Urban,16,20002.515687546318
15566,16433,26.0,4.8,Sandstorms,Jam,0,Snack,motorcycle,0.0,No,,26,20002.515687546318
15567,25070,24.0,4.4,Stormy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,21,20002.515687546318
15568,21889,21.0,4.5,Cloudy,Medium,2,Snack,scooter,0.0,No,Metropolitian,13,20002.515687546318
15569,20723,24.0,4.6,Cloudy,Jam,2,Snack,scooter,0.0,No,Metropolitian,26,20002.515687546318
15570,39755,21.0,4.6,Stormy,High,0,Buffet,motorcycle,1.0,No,Metropolitian,26,20002.515687546318
15571,42435,38.0,4.2,Windy,Jam,1,Drinks,scooter,1.0,No,Urban,34,20002.515687546318
15572,30483,22.0,4.8,Sunny,Medium,2,Snack,motorcycle,0.0,No,Urban,15,20002.515687546318
15573,23094,23.0,4.7,Sunny,Low,1,Buffet,scooter,1.0,No,Metropolitian,15,20002.515687546318
15574,21796,34.0,4.8,Sandstorms,Jam,2,Meal,scooter,1.0,No,Metropolitian,27,20002.515687533007
15575,13396,20.0,4.6,Sunny,Medium,1,Snack,motorcycle,1.0,No,Urban,11,20002.515687533007
15576,26348,33.0,4.6,Sunny,Medium,2,Snack,electric_scooter,0.0,No,Metropolitian,15,20002.515687533007
15577,16108,26.0,4.9,Fog,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,32,20002.515687533007
15578,37607,29.0,4.5,Sunny,High,1,Snack,scooter,0.0,No,Urban,11,20002.515687533007
15579,16961,32.0,5.0,Sandstorms,Low,1,Meal,motorcycle,1.0,No,Metropolitian,25,20002.515687533007
15580,28992,34.0,4.6,Sunny,Medium,1,Buffet,scooter,1.0,No,Metropolitian,21,20002.515687533007
15581,45323,50.0,6.0,,,3,Drinks,electric_scooter,1.0,No,Urban,28,20002.515687533007
15582,30726,22.0,4.7,Stormy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,27,20002.515687533007
15583,14043,33.0,4.8,Cloudy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,24,20002.515687532457
15584,16953,26.0,4.9,Fog,Jam,1,Buffet,scooter,,No,Metropolitian,25,20002.515687532457
15585,20721,33.0,4.9,Fog,Medium,1,Meal,motorcycle,1.0,No,Urban,44,20002.515687532457
15586,39505,37.0,4.7,Stormy,Low,2,Meal,scooter,1.0,No,Metropolitian,23,20002.515687532457
15587,16786,21.0,5.0,Sunny,Jam,2,Snack,scooter,1.0,No,,24,20002.515687532457
15588,816,31.0,4.9,Windy,Low,1,Snack,scooter,1.0,No,Metropolitian,23,20002.515687532457
15589,19058,27.0,4.9,Sunny,Jam,2,Meal,scooter,1.0,No,Metropolitian,18,20002.515687532457
15590,13659,28.0,4.7,Sunny,Low,0,Snack,motorcycle,1.0,No,Urban,23,20002.515687532457
15591,31779,31.0,4.7,Windy,Low,2,Snack,scooter,1.0,No,Metropolitian,25,20002.515687532457
15592,12415,21.0,4.6,Fog,Low,0,Snack,motorcycle,0.0,No,Urban,21,20002.515687532457
15593,10647,36.0,4.9,Fog,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,29,20002.515687532457
15594,8370,22.0,4.9,Windy,Jam,2,Drinks,scooter,0.0,No,Metropolitian,11,20002.515687532457
15595,35104,25.0,4.6,Stormy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,22,20002.515687532457
15596,14214,29.0,4.9,Sandstorms,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,17,20002.515687497456
15597,22494,23.0,5.0,Fog,Jam,2,Buffet,scooter,1.0,No,Metropolitian,30,20002.515687497456
15598,7772,30.0,4.8,Stormy,Medium,1,Meal,scooter,1.0,No,Metropolitian,27,20002.515687497456
15599,25709,21.0,4.9,Sunny,High,2,Meal,scooter,1.0,No,Urban,18,20002.515687497456
15600,7450,21.0,4.5,Windy,Jam,2,Meal,scooter,0.0,No,Urban,14,20002.515687497456
15601,12524,25.0,4.0,Cloudy,High,2,Buffet,motorcycle,1.0,No,Metropolitian,31,20002.515687497456
15602,27852,26.0,4.8,Cloudy,Jam,1,Meal,scooter,1.0,No,Metropolitian,33,20002.515687497456
15603,16243,28.0,4.2,Sunny,High,0,Snack,motorcycle,1.0,No,Metropolitian,41,20002.515687497456
15604,23771,28.0,4.8,Sandstorms,Low,2,Meal,motorcycle,1.0,No,,18,20002.515687497456
15605,13271,29.0,4.1,Fog,Medium,1,Meal,scooter,1.0,No,Metropolitian,38,20002.515687497456
15606,7573,29.0,4.9,Stormy,Low,2,Snack,scooter,0.0,No,Metropolitian,19,20002.515687422398
15607,40594,30.0,4.2,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,23,20002.515687422398
15608,4206,36.0,4.4,Sunny,Jam,0,Snack,motorcycle,1.0,No,Urban,38,20002.515687422398
15609,11906,35.0,4.6,Windy,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,25,20002.515687422398
15610,21465,28.0,4.6,Stormy,Low,2,Buffet,motorcycle,1.0,No,Urban,16,20002.515687422398
15611,21146,33.0,4.7,Sunny,Medium,1,Buffet,scooter,0.0,No,Metropolitian,29,20002.515687422398
15612,32284,36.0,4.8,Sunny,Low,2,Snack,scooter,,No,Metropolitian,12,20002.515687422398
15613,8811,,,Sunny,Low,1,Meal,motorcycle,1.0,No,Metropolitian,22,20002.515687422398
15614,15812,28.0,4.1,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,Urban,34,20002.515687422398
15615,5225,34.0,4.8,Cloudy,Medium,1,Drinks,scooter,0.0,No,Metropolitian,15,20002.515687318253
15616,10822,21.0,5.0,Windy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,19,20002.515687318253
15617,42891,31.0,4.6,Fog,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,29,20002.515687318253
15618,12818,27.0,4.7,Sunny,Low,1,Meal,scooter,1.0,No,Metropolitian,22,20002.515687318253
15619,30897,33.0,4.7,Sunny,Medium,1,Buffet,motorcycle,0.0,No,Metropolitian,15,20002.515687318253
15620,27299,,,Cloudy,Medium,2,Buffet,motorcycle,0.0,No,Metropolitian,15,20002.515687318253
15621,33611,21.0,5.0,Windy,Low,1,Drinks,scooter,1.0,No,Urban,13,20002.515687318253
15622,31111,36.0,4.8,Cloudy,Medium,1,Snack,scooter,,No,Metropolitian,16,20002.515687318253
15623,2536,23.0,4.6,Fog,Medium,2,Snack,scooter,2.0,No,Metropolitian,36,20002.515687318253
15624,19032,20.0,4.9,Cloudy,Medium,2,Snack,scooter,1.0,,Urban,11,20002.515687318253
15625,40793,28.0,4.8,Sunny,Low,1,Drinks,scooter,1.0,No,Metropolitian,23,20002.515687316485
15626,19020,32.0,4.8,Windy,Low,1,Snack,scooter,0.0,No,Metropolitian,26,20002.515687316485
15627,29462,29.0,4.5,Stormy,Low,0,Meal,motorcycle,0.0,No,Urban,15,20002.515687316485
15628,39738,29.0,4.6,Stormy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,23,20002.515687316485
15629,3375,33.0,4.7,Fog,Medium,2,Buffet,scooter,1.0,No,Urban,39,20002.515687316485
15630,19688,23.0,4.6,Stormy,Low,1,Snack,scooter,0.0,No,Metropolitian,13,20002.515687316485
15631,13076,31.0,4.9,Sunny,Jam,1,Drinks,motorcycle,1.0,No,,20,20002.515687316485
15632,29678,28.0,4.5,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,22,20002.515687316485
15633,23861,34.0,4.2,Windy,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,32,20002.515687316485
15634,13460,36.0,4.9,Windy,Low,2,Snack,motorcycle,1.0,No,Metropolitian,23,20002.515687316485
15635,41159,35.0,4.0,Fog,Low,0,Snack,motorcycle,2.0,No,Metropolitian,43,20002.51568727283
15636,34776,37.0,4.7,Sandstorms,Low,2,Snack,scooter,1.0,No,Metropolitian,22,20002.51568727283
15637,40535,39.0,3.9,Fog,Low,2,Snack,scooter,1.0,No,Metropolitian,33,20002.51568727283
15638,33506,36.0,4.3,Sandstorms,Medium,0,Buffet,motorcycle,2.0,No,Metropolitian,37,20002.51568727283
15639,25507,39.0,4.9,Sunny,High,1,Buffet,scooter,0.0,No,Metropolitian,20,20002.51568727283
15640,10683,28.0,4.8,Sandstorms,Jam,1,Drinks,scooter,1.0,No,Urban,15,20002.51568727283
15641,28653,28.0,4.8,Sandstorms,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,26,20002.51568727283
15642,27419,26.0,5.0,Windy,Medium,1,Buffet,motorcycle,1.0,No,Urban,26,20002.51568727283
15643,38168,32.0,4.7,Stormy,Jam,1,Drinks,scooter,0.0,No,Urban,26,20002.51568727283
15644,34039,24.0,4.9,Cloudy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,43,20002.51568727283
15645,41647,20.0,4.5,Windy,High,1,Drinks,scooter,1.0,No,Urban,23,20002.51568727283
15646,35199,32.0,4.8,Windy,Jam,2,Drinks,scooter,1.0,No,,29,20002.51568727283
15647,43350,28.0,4.5,Sunny,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,23,20002.51568727283
15648,24645,38.0,4.1,Fog,Jam,1,Meal,motorcycle,0.0,No,Metropolitian,40,20002.51568727283
15649,22610,38.0,4.8,Sunny,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,17,20002.51568727283
15650,5070,38.0,4.6,Fog,Medium,2,Drinks,scooter,1.0,No,Metropolitian,16,20002.515687203424
15651,22993,22.0,4.5,Sunny,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,23,20002.515687203424
15652,3733,26.0,4.7,Cloudy,Medium,2,Snack,scooter,1.0,No,Metropolitian,19,20002.515687203424
15653,24576,21.0,4.8,Stormy,Low,2,Drinks,motorcycle,0.0,No,Metropolitian,17,20002.515687203424
15654,35619,23.0,4.7,Windy,Low,1,Drinks,scooter,0.0,No,Metropolitian,16,20002.515687203424
15655,18330,24.0,4.3,Fog,Medium,1,Snack,scooter,0.0,No,Metropolitian,34,20002.515687203424
15656,1757,27.0,4.7,Cloudy,Jam,2,Meal,electric_scooter,2.0,No,Urban,40,20002.515687203424
15657,11608,27.0,4.7,Sunny,Medium,2,Meal,motorcycle,1.0,No,Metropolitian,13,20002.515687203424
15658,36889,37.0,4.7,Cloudy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,28,20002.515687203424
15659,37320,24.0,4.9,Fog,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,42,20002.515687203424
15660,16698,26.0,4.5,Sandstorms,High,0,Drinks,motorcycle,0.0,No,Urban,23,20002.515687203424
15661,40895,,,Sandstorms,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,34,20002.515687114377
15662,30810,20.0,4.7,Sandstorms,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,24,20002.515687114377
15663,25211,26.0,4.8,Windy,Jam,2,Meal,scooter,1.0,No,Metropolitian,26,20002.515687114377
15664,27760,23.0,4.9,Stormy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,26,20002.515687114377
15665,7316,28.0,4.7,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,22,20002.515687114377
15666,28387,24.0,5.0,Fog,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,39,20002.515687114377
15667,41158,34.0,4.6,Fog,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,24,20002.515687114377
15668,15029,28.0,5.0,Stormy,Jam,2,Meal,electric_scooter,0.0,No,Urban,21,20002.515687114377
15669,22873,26.0,4.3,Windy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,29,20002.515687114377
15670,21331,39.0,4.7,Sandstorms,Low,1,Buffet,scooter,1.0,No,Metropolitian,21,20002.515687114377
15671,2397,20.0,4.3,Cloudy,Jam,2,Buffet,scooter,0.0,No,Metropolitian,41,20002.515687114377
15672,37325,27.0,5.0,Stormy,Low,2,Snack,scooter,0.0,No,Urban,14,20002.515687114377
15673,42015,27.0,4.9,Sandstorms,Low,2,Drinks,motorcycle,0.0,No,Metropolitian,15,20002.51568708667
15674,23190,23.0,4.9,Fog,Jam,0,Buffet,motorcycle,0.0,No,Urban,41,20002.51568708667
15675,22421,35.0,4.7,Fog,High,1,Drinks,scooter,1.0,No,Metropolitian,34,20002.51568708667
15676,37780,24.0,4.8,Stormy,High,1,Meal,scooter,1.0,No,Metropolitian,28,20002.51568708667
15677,15574,,,Fog,Jam,2,Buffet,electric_scooter,1.0,No,Metropolitian,38,20002.51568708667
15678,31210,33.0,4.0,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,42,20002.51568708667
15679,3173,26.0,3.5,Sunny,Low,2,Snack,scooter,1.0,Yes,Metropolitian,43,20002.51568708667
15680,4228,38.0,4.6,Stormy,Medium,2,Drinks,scooter,1.0,No,Urban,28,20002.51568708667
15681,42081,38.0,4.3,Stormy,Jam,0,Drinks,motorcycle,1.0,Yes,Metropolitian,45,20002.51568708667
15682,28437,26.0,4.8,Windy,High,1,Meal,motorcycle,0.0,No,Metropolitian,27,20002.51568708667
15683,16652,26.0,4.7,Sunny,Low,0,Buffet,motorcycle,0.0,No,Urban,22,20002.51568708667
15684,11786,34.0,4.6,Cloudy,Jam,2,Buffet,scooter,0.0,No,Metropolitian,37,20002.51568685375
15685,5851,20.0,4.6,Stormy,Jam,2,Meal,scooter,0.0,No,Metropolitian,15,20002.51568685375
15686,20999,38.0,4.1,Windy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,28,20002.51568685375
15687,10103,33.0,4.8,Windy,High,1,Buffet,motorcycle,1.0,No,Urban,32,20002.51568685375
15688,32060,34.0,4.8,Cloudy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,41,20002.51568685375
15689,12550,23.0,5.0,Sunny,Jam,2,Meal,motorcycle,1.0,No,Urban,24,20002.51568685375
15690,983,26.0,4.6,Cloudy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,30,20002.51568685375
15691,38364,28.0,4.6,Windy,Low,1,Snack,motorcycle,0.0,,Metropolitian,10,20002.51568685375
15692,11705,25.0,4.6,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,24,20002.51568685375
15693,25732,37.0,4.5,Fog,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,28,20002.51568685375
15694,29288,,,Stormy,Low,0,Snack,motorcycle,,No,Urban,25,20002.51568685375
15695,3953,30.0,4.7,Fog,Medium,2,Buffet,scooter,0.0,No,Urban,18,20002.515665738014
15696,18395,28.0,5.0,Stormy,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,17,20002.515665738014
15697,34862,25.0,5.0,Sunny,Medium,1,Drinks,scooter,1.0,No,Metropolitian,16,20002.515665738014
15698,29435,25.0,4.2,Sandstorms,Low,0,Meal,motorcycle,0.0,No,Metropolitian,25,20002.515665738014
15699,7825,35.0,4.1,Fog,Jam,1,Snack,scooter,0.0,Yes,Metropolitian,48,20002.515665738014
15700,44277,26.0,4.8,Sunny,Medium,2,Meal,motorcycle,0.0,No,Metropolitian,17,20002.515665738014
15701,34684,26.0,4.7,Fog,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,17,20002.515665738014
15702,26118,21.0,4.0,Cloudy,Jam,1,Snack,scooter,1.0,No,Metropolitian,37,20002.515665738014
15703,24222,29.0,4.7,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,24,20002.515665738014
15704,30128,35.0,4.9,Fog,High,2,Buffet,motorcycle,1.0,No,Metropolitian,36,20002.515665738014
15705,7681,25.0,4.9,Stormy,Medium,2,Snack,scooter,0.0,No,Urban,22,20002.515665738014
15706,24372,30.0,4.7,Stormy,Low,1,Drinks,scooter,1.0,No,Metropolitian,22,20002.515665738014
15707,8605,34.0,4.9,Windy,Medium,0,Drinks,motorcycle,1.0,No,Urban,28,20002.515665738014
15708,32413,39.0,4.2,Sandstorms,Jam,1,Buffet,scooter,2.0,No,Metropolitian,43,20002.515665738014
15709,21972,37.0,4.6,Sunny,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,16,20002.515665738014
15710,21869,23.0,4.7,Sunny,Low,0,Snack,motorcycle,0.0,No,,12,20002.515665721552
15711,29508,37.0,5.0,Sunny,Jam,2,Meal,motorcycle,,No,Metropolitian,19,20002.515665721552
15712,22621,21.0,4.9,Windy,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,21,20002.515665721552
15713,1289,33.0,4.0,Cloudy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,35,20002.515665721552
15714,42868,38.0,4.9,Fog,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,45,20002.515665721552
15715,37467,24.0,4.6,Sunny,Medium,1,Meal,scooter,0.0,No,Metropolitian,16,20002.515665721552
15716,3778,,,Sunny,Low,1,Snack,motorcycle,,No,Metropolitian,17,20002.515665721552
15717,32724,21.0,4.7,Sandstorms,Low,1,Buffet,scooter,1.0,No,Metropolitian,19,20002.515665721552
