ID,Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),distance
14649,34,4.9,Stormy,Jam,1,Snack,scooter,0,No,Metropolitian,27,20.20593639
14650,29,5,Fog,Jam,0,Drinks,motorcycle,,Yes,Metropolitian,42,10.86627769
14651,30,4.8,Sunny,Medium,2,Meal,scooter,1,No,Metropolitian,23,7.760928147
14652,22,4.8,Fog,Low,0,Buffet,motorcycle,0,No,Metropolitian,17,1.530259487
14653,,,,,3,Buffet,electric_scooter,1,No,Metropolitian,16,1.536791767
14654,26,4.7,Cloudy,Jam,0,Meal,motorcycle,1,No,Metropolitian,43,20.8515574
14655,24,4.6,Sunny,Jam,2,Snack,motorcycle,0,No,Metropolitian,12,4.589965403
14656,33,4.8,Windy,Medium,2,Buffet,scooter,1,No,Urban,23,17.07395729
14657,30,4.7,Stormy,Low,1,Buffet,motorcycle,1,No,Metropolitian,20,1.512565444
14658,37,4.6,Sandstorms,Low,0,Snack,motorcycle,1,No,Metropolitian,24,12.25702135
14659,33,4,Windy,High,1,Meal,motorcycle,1,No,Urban,31,6.050103074
14660,37,4.6,Windy,Medium,2,Drinks,scooter,1,No,Metropolitian,33,4.658009301
14661,27,4.8,Fog,Medium,0,Drinks,motorcycle,1,No,Metropolitian,42,13.76661691
14662,33,4.2,Stormy,High,0,Drinks,motorcycle,1,No,Metropolitian,37,3.073633662
14663,32,4.7,Windy,Low,2,Snack,electric_scooter,1,No,Urban,25,1.532022771
14664,23,4.9,Cloudy,Low,1,Buffet,scooter,0,No,Urban,13,1.552301248
14665,33,3.7,Sandstorms,Jam,1,Snack,scooter,1,No,Metropolitian,32,19.61758128
14666,30,4.8,Sunny,Jam,0,Meal,motorcycle,0,No,Metropolitian,22,4.681774576
14667,30,4,Cloudy,Medium,0,Buffet,motorcycle,1,No,Metropolitian,32,7.44893738
14668,39,4.6,Stormy,Medium,2,Snack,electric_scooter,0,No,Metropolitian,34,9.191516816
14669,23,4.8,Sandstorms,Jam,1,Meal,motorcycle,1,No,Metropolitian,26,11.93723721
14670,27,4.2,Windy,Jam,0,Meal,motorcycle,1,No,Metropolitian,39,16.38490093
14671,34,5,Sunny,Jam,2,Buffet,electric_scooter,1,No,Metropolitian,23,7.567713369
14672,36,4.6,Windy,Low,2,Buffet,scooter,1,No,Metropolitian,24,4.395412963
14673,29,4.7,Cloudy,Jam,2,Drinks,scooter,0,No,Metropolitian,25,4.657159782
14674,27,4.8,Fog,Medium,1,Drinks,scooter,0,No,Metropolitian,16,6.081387491
14675,29,2.8,Sunny,Low,2,Meal,scooter,1,Yes,Metropolitian,39,16.98419592
14676,36,4.4,Stormy,Medium,1,Meal,scooter,1,No,Metropolitian,32,6.210137966
14677,33,4.8,Fog,Jam,2,Buffet,motorcycle,1,No,Urban,40,12.43458552
14678,25,4.9,Windy,Jam,1,Buffet,scooter,0,No,Metropolitian,29,7.761735388
14679,20,4.1,Cloudy,Medium,2,Snack,electric_scooter,1,No,Metropolitian,36,10.86728524
14680,,,Windy,Medium,0,Drinks,motorcycle,0,No,Metropolitian,37,7.802453018
14681,39,4.9,Cloudy,Jam,2,Drinks,scooter,0,No,Metropolitian,49,13.6825163
14682,26,4.9,Sandstorms,Low,1,Snack,scooter,0,No,Metropolitian,18,4.67415368
14683,33,4.6,Sunny,Low,0,Snack,motorcycle,1,No,Metropolitian,21,4.674220356
14684,27,4.5,Cloudy,Low,0,Meal,motorcycle,1,No,Metropolitian,21,1.520356594
14685,20,4.1,Stormy,Jam,0,Meal,motorcycle,1,No,Metropolitian,32,4.65767265
14686,20,4.7,Windy,Jam,0,Buffet,motorcycle,0,No,Metropolitian,18,9.315441635
14687,24,4.9,Sunny,Low,2,Snack,scooter,0,No,Urban,22,1.552562937
14688,38,4.9,Cloudy,High,1,Snack,scooter,1,No,Metropolitian,27,5.874149022
14689,21,4.6,Stormy,Medium,2,Drinks,scooter,1,No,Metropolitian,26,13.61245154
14690,31,5,Fog,High,1,Buffet,motorcycle,1,No,Metropolitian,36,1.552580951
14691,33,5,Fog,Jam,0,Snack,motorcycle,1,Yes,Metropolitian,54,20.25345917
14692,34,4.9,Sunny,Medium,2,Meal,electric_scooter,1,No,Metropolitian,25,12.16106953
14693,33,4.9,Fog,Medium,2,Meal,motorcycle,0,No,Urban,18,9.193021333
14694,34,4.9,Stormy,Jam,2,Buffet,motorcycle,0,No,Metropolitian,30,19.91626001
14695,35,5,Sunny,Jam,0,Snack,motorcycle,0,No,Metropolitian,26,16.11296553
14696,29,4.6,Cloudy,Medium,0,Buffet,motorcycle,1,No,Urban,22,6.290134678
14697,24,4.8,Stormy,Low,1,Snack,motorcycle,0,No,Metropolitian,10,3.116253657
14698,29,4.8,Windy,Low,2,Meal,scooter,0,No,Urban,15,7.762944134
14699,27,4.5,Cloudy,Medium,0,Drinks,motorcycle,1,No,Metropolitian,42,10.70546848
14700,33,5,Sandstorms,Medium,2,Meal,electric_scooter,1,No,Metropolitian,28,10.88093511
14701,37,5,Fog,Low,1,Meal,motorcycle,0,No,Urban,18,3.040554823
14702,26,4.4,Cloudy,Jam,1,Meal,motorcycle,1,No,Metropolitian,36,17.13921974
14703,20,4.9,Stormy,Medium,2,Buffet,scooter,1,No,Metropolitian,29,7.683765443
14704,36,4.5,Windy,Medium,2,Buffet,motorcycle,1,No,Metropolitian,22,10.8086862
14705,22,4.7,Windy,High,1,Buffet,motorcycle,0,No,Metropolitian,22,2.976598094
14706,38,4.1,Windy,Jam,0,Meal,motorcycle,2,No,Urban,41,19.04257681
14707,31,4.7,Sandstorms,Low,1,Snack,motorcycle,1,No,Metropolitian,23,9.348298807
14708,22,4.8,Sandstorms,High,1,Snack,motorcycle,0,No,Urban,15,6.081142188
14709,30,5,Cloudy,Low,0,Meal,motorcycle,1,No,Urban,28,4.590769055
14710,31,4.7,Cloudy,High,1,Snack,scooter,0,No,Metropolitian,29,5.960265171
14711,28,4.9,Fog,Medium,2,Buffet,motorcycle,1,No,Metropolitian,18,9.220499641
14712,20,5,Windy,Jam,0,Meal,motorcycle,1,No,Metropolitian,36,12.16161548
14713,30,4.9,Fog,Low,1,Meal,motorcycle,0,No,Urban,19,3.145067435
14714,29,4.7,Cloudy,Jam,0,Snack,motorcycle,0,No,Metropolitian,40,13.58306867
14715,26,5,Windy,Low,0,Buffet,motorcycle,0,No,Metropolitian,15,19.97664402
14716,38,5,Stormy,Medium,2,Drinks,scooter,1,No,Metropolitian,31,6.147092756
14717,36,4.9,Windy,Medium,1,Snack,scooter,0,No,Metropolitian,28,7.546800541
14718,33,4.8,Sunny,Low,2,Snack,scooter,1,No,Urban,17,7.682703793
14719,33,4.9,Stormy,Medium,2,Snack,motorcycle,1,No,Metropolitian,22,19.91529866
14720,28,4.7,Windy,Medium,1,Meal,motorcycle,1,No,Metropolitian,29,4.663544352
14721,20,4.6,Fog,Low,0,Drinks,motorcycle,1,No,,16,1.572533727
14722,,,Sunny,Medium,1,Snack,scooter,0,No,Metropolitian,15,20.55457332
14723,23,4.6,Stormy,Medium,0,Snack,motorcycle,1,No,Metropolitian,29,7.682703793
14724,27,4.6,Fog,High,0,Buffet,motorcycle,1,No,Metropolitian,28,1.552406456
14725,29,5,Windy,Medium,2,Snack,scooter,1,No,Metropolitian,27,9.219878421
14726,33,3.6,Stormy,Jam,1,Drinks,scooter,1,No,Metropolitian,41,12.16201226
14727,38,4.9,Windy,Jam,0,Snack,motorcycle,1,No,Metropolitian,36,4.657591595
14728,23,3.3,Sunny,Low,2,Buffet,scooter,1,No,Metropolitian,31,13.76275436
14729,28,3.5,Sunny,Low,2,Snack,motorcycle,0,No,Metropolitian,35,14.02225336
14730,39,4.8,Sunny,Medium,2,Drinks,motorcycle,1,No,Metropolitian,23,13.41364408
14731,36,4.4,Cloudy,Jam,1,Buffet,scooter,0,No,Urban,35,12.41790773
14732,30,4.9,Windy,Jam,0,Meal,motorcycle,2,No,Metropolitian,46,14.02209608
14733,28,4.9,Stormy,Medium,1,Buffet,scooter,1,No,Urban,20,7.683253857
14734,,,Fog,Medium,0,Meal,motorcycle,2,No,Metropolitian,45,19.76105
14735,21,4.6,Sunny,Jam,2,Drinks,scooter,1,No,Metropolitian,15,12.58026782
14736,24,5,Windy,Medium,1,Drinks,motorcycle,1,No,Urban,24,10.4272257
14737,39,4.4,Sunny,Medium,0,Drinks,motorcycle,1,No,Metropolitian,35,19.91431677
14738,20,4.8,Cloudy,Low,2,Snack,scooter,1,No,Metropolitian,15,3.104463376
14739,,,,,3,Meal,scooter,1,No,Metropolitian,29,17556.03213
14740,29,4.4,Windy,Low,0,Meal,motorcycle,1,No,Metropolitian,23,9.177683834
14741,31,4.2,Fog,Jam,2,Buffet,scooter,0,No,Metropolitian,48,13.63144027
14742,35,4.8,Sandstorms,High,0,Drinks,motorcycle,1,No,Metropolitian,44,1.498184636
14743,30,4.7,Windy,Jam,0,Meal,motorcycle,1,No,Metropolitian,41,4.681791331
14744,21,4.2,Cloudy,Jam,1,Buffet,motorcycle,0,No,Metropolitian,43,14.02184017
14745,31,4.8,Sunny,Medium,1,Snack,scooter,0,No,Urban,18,7.60136267
14746,26,4.7,Windy,Low,0,Snack,motorcycle,0,No,Metropolitian,16,12.16113135
14747,23,4.2,Cloudy,Jam,1,Buffet,scooter,2,No,Metropolitian,31,4.52816458
14748,32,4.7,Stormy,Low,2,Buffet,scooter,1,No,Metropolitian,25,19.97674647
14749,32,4.8,Sunny,Jam,1,Meal,motorcycle,1,No,Metropolitian,26,13.62102678
14750,35,4.3,Sandstorms,Jam,0,Snack,motorcycle,2,No,Metropolitian,36,20.1820689
14751,22,4.5,Stormy,Jam,0,Snack,motorcycle,0,No,Metropolitian,25,9.349055143
14752,23,4.6,Stormy,Medium,0,Drinks,motorcycle,0,No,Urban,20,4.561265632
14753,38,4.4,Cloudy,Medium,0,Buffet,motorcycle,0,No,Metropolitian,33,9.074573554
14754,23,4.9,Stormy,Jam,0,Drinks,motorcycle,1,No,Metropolitian,26,13.68092741
14755,25,4.5,Windy,Low,1,Drinks,motorcycle,0,No,Metropolitian,17,9.191516816
14756,29,4.6,Cloudy,Low,1,Drinks,motorcycle,0,No,Metropolitian,15,3.025079988
14757,28,5,Stormy,Low,2,Buffet,electric_scooter,1,No,Urban,17,1.526395458
14758,37,4.9,Fog,Medium,2,Drinks,scooter,0,No,Metropolitian,30,20.18272811
14759,30,4.7,Stormy,Jam,2,Meal,motorcycle,0,No,Metropolitian,26,7.660678233
14760,33,4.9,Sandstorms,High,0,Buffet,motorcycle,1,No,Semi-Urban,49,3.116288056
14761,20,4.8,Fog,Low,1,Drinks,scooter,1,No,Urban,10,1.520372835
14762,26,4.6,Sunny,Low,2,Buffet,scooter,1,No,Metropolitian,27,16.8253834
14763,36,4.8,Sunny,High,1,Snack,scooter,1,No,Metropolitian,17,5.969230895
14764,25,2.9,Sunny,Low,2,Snack,scooter,1,No,Urban,38,13.58901501
14765,35,4.6,Stormy,Jam,2,Snack,electric_scooter,1,No,Metropolitian,29,12.09939077
14766,21,4.7,Windy,High,0,Meal,motorcycle,1,No,Metropolitian,15,6.081440912
14767,,,Sunny,Jam,1,Snack,scooter,1,No,Metropolitian,26,16.60096647
14768,21,4.9,Sunny,Jam,2,Meal,electric_scooter,0,No,Metropolitian,23,17.13807743
14769,34,4.7,Windy,Jam,1,Buffet,scooter,1,No,Metropolitian,26,10.64110365
14770,37,4.7,Sunny,Jam,2,Drinks,scooter,0,No,Metropolitian,20,11.91675726
14771,26,4.5,Stormy,Low,0,Drinks,motorcycle,1,No,Metropolitian,20,3.105332274
14772,21,5,Fog,Jam,1,Drinks,motorcycle,1,No,Urban,34,7.648690101
14773,27,4.5,Cloudy,Jam,0,Drinks,motorcycle,0,No,Metropolitian,41,14.15280069
14774,31,4.1,Stormy,Low,0,Buffet,motorcycle,0,No,Metropolitian,32,9.32611387
14775,20,5,Sunny,Jam,1,Drinks,scooter,0,No,Urban,13,9.435201537
14776,35,4,Sandstorms,Low,0,Meal,motorcycle,1,No,Metropolitian,34,2.979599836
14777,,,Stormy,High,1,Snack,motorcycle,0,No,Metropolitian,34,3.105131478
14778,,,Cloudy,Medium,0,Drinks,motorcycle,0,No,Semi-Urban,48,3888.683385
14779,39,3.6,Cloudy,Low,1,Drinks,motorcycle,1,No,Metropolitian,31,19.36321161
14780,34,4.9,Sandstorms,Jam,0,Drinks,motorcycle,0,No,Metropolitian,33,4.476697312
14781,22,4.6,Windy,Jam,2,Buffet,scooter,1,No,Metropolitian,22,10.64201906
14782,21,4.2,Stormy,Low,0,Drinks,motorcycle,0,No,Urban,25,7.772618959
14783,21,4.6,Cloudy,Low,0,Buffet,motorcycle,1,No,Metropolitian,24,3.087779184
14784,28,4.9,Windy,Medium,1,Snack,scooter,0,No,Metropolitian,15,12.43491429
14785,31,4.9,Sandstorms,Jam,2,Drinks,scooter,1,No,,32,9.220397883
14786,37,4.7,Fog,Low,1,Meal,motorcycle,1,No,Metropolitian,17,7.862668167
14787,26,5,Cloudy,Jam,0,Drinks,motorcycle,1,No,Metropolitian,29,9.075344502
14788,20,4.9,Sunny,Low,2,Buffet,motorcycle,0,No,Urban,18,9.175565157
14789,22,4.9,Stormy,Jam,1,Snack,motorcycle,1,No,Urban,15,9.348356419
14790,36,5,Cloudy,Medium,1,Drinks,scooter,1,No,Metropolitian,36,13.40647565
14791,27,4.7,Windy,Jam,2,Drinks,scooter,1,No,Metropolitian,18,4.674143699
14792,39,5,Sunny,Jam,2,Buffet,scooter,0,No,Metropolitian,22,11.00773476
14793,27,4.7,Windy,Jam,2,Meal,motorcycle,0,No,Metropolitian,18,10.5649741
14794,24,4.9,Sunny,Low,1,Snack,scooter,1,No,Urban,29,19.9742004
14795,35,4.1,Windy,Low,0,Snack,motorcycle,0,No,Metropolitian,30,3.116127222
14796,23,4.5,Fog,Low,0,Buffet,motorcycle,1,No,Urban,18,4.596543327
14797,22,4.7,Cloudy,Medium,2,Buffet,motorcycle,0,No,Urban,18,7.601616771
14798,20,4.7,Stormy,Jam,2,Buffet,motorcycle,1,No,Metropolitian,28,13.39270807
14799,32,4.8,Cloudy,Medium,1,Snack,scooter,0,No,Urban,15,6.290134678
14800,,,Cloudy,High,2,Meal,scooter,1,No,Metropolitian,34,19065.10056
14801,29,4.3,Sandstorms,Low,0,Drinks,motorcycle,0,No,Urban,22,1.530300594
14802,36,3.7,Windy,Jam,2,Buffet,scooter,1,No,Metropolitian,41,17.29786575
14803,38,4.1,Windy,Jam,2,Buffet,scooter,1,No,Metropolitian,39,12.41963241
14804,38,4.8,Sunny,Low,0,Buffet,motorcycle,1,No,Metropolitian,23,4.589345115
14805,39,4.1,Sandstorms,Medium,0,Meal,motorcycle,1,No,Metropolitian,44,14.02247679
14806,23,4.6,Cloudy,Jam,1,Meal,motorcycle,0,No,Metropolitian,20,7.343359922
14807,24,4.6,Windy,High,2,Snack,motorcycle,0,No,Metropolitian,27,6.054765378
14808,21,4.9,Sunny,Low,0,Meal,motorcycle,0,No,Urban,13,3.018828464
14809,36,4.6,Fog,High,1,Meal,motorcycle,1,No,Metropolitian,31,6.081108484
14810,39,4.3,Stormy,High,1,Snack,motorcycle,1,No,Urban,33,2.937138139
14811,32,4.6,Fog,Low,2,Buffet,motorcycle,1,No,Urban,15,1.536864057
14812,34,4.7,Windy,Medium,2,Snack,motorcycle,1,No,Metropolitian,30,6.217824018
14813,39,4.7,Fog,Jam,2,Drinks,electric_scooter,2,No,Metropolitian,39,9.326603239
14814,50,6,,,3,Meal,scooter,0,No,Urban,15,7.77224172
14815,31,4.6,Sunny,High,0,Meal,motorcycle,1,No,Metropolitian,25,6.129085335
14816,32,4.6,Stormy,Low,2,Snack,electric_scooter,1,No,Urban,21,3.145067435
14817,22,5,Sandstorms,Jam,0,Snack,motorcycle,1,No,Metropolitian,30,9.362872174
14818,20,4.8,Sandstorms,Jam,1,Buffet,motorcycle,0,No,Urban,21,16.82191271
14819,35,4.7,Fog,High,1,Drinks,scooter,1,No,Metropolitian,34,1.552692943
14820,35,4.8,Sunny,Jam,1,Snack,motorcycle,1,No,Metropolitian,20,7.762635435
14821,28,4.6,Windy,Medium,1,Drinks,scooter,0,No,Metropolitian,26,4.528236597
14822,23,4.6,Windy,Jam,1,Snack,scooter,,No,Urban,14,7.790172211
14823,30,4.6,Sandstorms,Low,2,Buffet,motorcycle,0,No,Urban,25,1.558133979
14824,24,4.9,Sunny,High,2,Snack,electric_scooter,1,No,Metropolitian,19,6.08159695
14825,26,4.6,Cloudy,Low,2,Drinks,scooter,1,No,Metropolitian,23,12.09935457
14826,21,4.6,Cloudy,Low,0,Meal,motorcycle,0,No,Urban,22,3.109125337
14827,39,4.2,Sandstorms,Medium,0,Meal,motorcycle,1,No,Metropolitian,39,16.72076405
14828,29,4.8,Sunny,Jam,2,Meal,motorcycle,0,No,Urban,19,13.42946939
14829,24,4.6,Fog,Medium,2,Buffet,scooter,0,No,Metropolitian,12,9.192119121
14830,24,4.8,Sandstorms,Medium,1,Buffet,motorcycle,1,No,Metropolitian,23,7.772241952
14831,38,4.5,Windy,Low,0,Drinks,motorcycle,1,No,Urban,22,9.348128423
14832,33,4.6,Fog,Jam,0,Drinks,motorcycle,1,No,Metropolitian,32,7.573225614
14833,32,4.8,Sunny,Jam,1,Drinks,scooter,,No,Urban,15,16.72129601
14834,39,4.8,Sunny,Medium,2,Snack,motorcycle,1,No,Metropolitian,17,6.217689735
14835,21,4.6,Sandstorms,Low,1,Snack,scooter,0,No,,17,7.862668167
14836,36,4.8,Sunny,Low,1,Meal,scooter,1,No,Urban,15,3.105369892
14837,30,4.9,Fog,Low,2,Drinks,scooter,1,No,Metropolitian,18,3.108999801
14838,34,4.2,Windy,Jam,0,Drinks,motorcycle,2,No,Metropolitian,44,8.98807869
14839,25,4.3,Sunny,Jam,0,Snack,motorcycle,2,No,Metropolitian,41,9.175127291
14840,31,4.9,Sunny,Jam,1,Drinks,motorcycle,1,No,Metropolitian,30,11.00773476
14841,20,4.9,Windy,Medium,0,Buffet,motorcycle,1,No,Metropolitian,29,4.561267998
14842,,,Sunny,Jam,0,Snack,motorcycle,3,No,Semi-Urban,52,4.632460137
14843,37,4.6,Stormy,Low,1,Snack,scooter,0,No,Urban,20,1.530300594
14844,34,4.8,Sunny,Jam,1,Buffet,scooter,1,No,Urban,24,17.07802907
14845,29,5,Fog,Jam,2,Snack,scooter,0,No,Metropolitian,38,13.63127121
14846,34,4.2,Cloudy,Medium,2,Meal,scooter,2,No,Metropolitian,39,10.88173132
14847,36,4.2,Cloudy,Medium,1,Drinks,motorcycle,0,No,Metropolitian,32,10.88088712
14848,29,4.7,Cloudy,Jam,1,Drinks,scooter,0,No,Metropolitian,34,16.82795324
14849,32,4.7,Cloudy,Jam,0,Buffet,motorcycle,0,No,Metropolitian,30,9.326616887
14850,27,4.8,Sunny,Medium,2,Meal,scooter,0,No,Metropolitian,12,7.790109179
14851,27,4.9,Stormy,Medium,1,Drinks,motorcycle,1,No,Urban,18,20.25310137
14852,27,4.9,Cloudy,Low,2,Buffet,scooter,0,No,Metropolitian,16,1.536715891
14853,39,5,Stormy,Medium,0,Snack,motorcycle,1,No,Metropolitian,28,7.562980272
14854,22,4.9,Cloudy,Low,1,Snack,motorcycle,0,No,Metropolitian,11,1.55458166
14855,26,4.9,Sunny,Medium,0,Buffet,motorcycle,0,No,Urban,17,12.58026782
14856,36,4.9,Fog,Jam,0,Snack,motorcycle,0,No,Metropolitian,43,16.38159859
14857,30,4.6,Sunny,High,0,Buffet,motorcycle,1,No,Metropolitian,20,3.064510472
14858,21,4.7,Fog,Jam,0,Snack,motorcycle,1,No,Metropolitian,24,8.790164555
14859,,,Stormy,Low,1,Buffet,motorcycle,0,No,Metropolitian,10,4.67431876
14860,27,4.8,Cloudy,Jam,0,Meal,motorcycle,0,Yes,Metropolitian,45,10.72496076
14861,38,5,Stormy,Low,0,Buffet,motorcycle,1,No,Metropolitian,20,10.42736761
14862,37,4.6,Cloudy,Medium,2,Drinks,scooter,1,No,Metropolitian,30,20.17903305
14863,,,Sunny,Medium,0,Meal,motorcycle,1,No,Metropolitian,32,12.43491429
14864,38,4.7,Cloudy,Medium,0,Buffet,motorcycle,1,No,Metropolitian,35,19.66109817
14865,30,4.2,Stormy,Jam,1,Drinks,scooter,1,No,Metropolitian,32,20.44292976
14866,35,4.6,Sunny,Medium,1,Buffet,scooter,1,No,Metropolitian,18,13.58307866
14867,24,4.6,Stormy,Medium,1,Meal,scooter,1,No,Urban,26,16.64729969
14868,29,5,Stormy,Jam,1,Meal,motorcycle,0,No,Metropolitian,15,13.61385033
14869,35,4.9,Sunny,Jam,0,Snack,motorcycle,0,No,Metropolitian,26,19.61916749
14870,36,4,Sandstorms,Jam,0,Snack,motorcycle,0,No,Metropolitian,39,12.42124244
14871,24,4.9,Stormy,Medium,2,Meal,scooter,0,No,Metropolitian,24,16.63522338
14872,29,5,Sunny,Medium,2,Snack,scooter,1,No,Metropolitian,17,19.97574122
14873,26,4.8,Stormy,Jam,2,Buffet,scooter,0,No,Metropolitian,15,19.36338533
14874,20,4.7,Sunny,Low,0,Drinks,motorcycle,1,No,Urban,28,12.10874543
14875,29,4.8,Sandstorms,Low,2,Snack,motorcycle,0,No,Metropolitian,18,20.18269322
14876,35,4.9,Windy,High,2,Drinks,electric_scooter,0,No,Metropolitian,32,6.128757702
14877,30,4.8,Cloudy,Medium,2,Meal,scooter,2,No,Metropolitian,39,12.41985066
14878,25,4.7,Fog,Medium,1,Meal,scooter,0,No,Metropolitian,14,4.717601092
14879,39,4.9,Cloudy,Medium,1,Meal,scooter,0,No,Metropolitian,18,9.121519226
14880,26,4.9,Stormy,Low,0,Meal,motorcycle,0,No,Metropolitian,15,16.85208642
14881,37,4.6,Sunny,Jam,0,Meal,motorcycle,1,No,Metropolitian,21,7.761768726
14882,21,4.6,Cloudy,Low,1,Snack,scooter,0,No,Urban,13,4.537922749
14883,38,4.6,Fog,Medium,0,Drinks,motorcycle,0,No,Metropolitian,37,13.42848578
14884,34,4.6,Cloudy,Medium,2,Drinks,scooter,1,No,Metropolitian,42,20.85172636
14885,34,4.8,Sandstorms,Low,1,Drinks,motorcycle,0,No,Metropolitian,25,7.683556858
14886,32,4.9,Sunny,Low,0,Meal,motorcycle,0,No,Metropolitian,22,1.544198178
14887,20,4.5,Fog,Low,1,Buffet,motorcycle,1,No,Metropolitian,16,7.772430464
14888,21,4.7,Sandstorms,Jam,0,Buffet,motorcycle,1,No,Metropolitian,27,10.64201886
14889,23,4.9,Cloudy,Low,0,Buffet,motorcycle,0,No,Metropolitian,18,1.530032021
14890,20,4.1,Cloudy,Medium,2,Meal,motorcycle,1,No,Metropolitian,36,10.60250407
14891,23,4.8,Fog,Low,0,Buffet,motorcycle,0,No,Metropolitian,20,1.520470931
14892,28,5,Sunny,Medium,0,Buffet,motorcycle,0,No,Metropolitian,15,16.60941331
14893,,,Windy,Low,1,Drinks,scooter,0,No,Urban,21,10.64110365
14894,23,4.7,Sandstorms,Medium,1,Meal,scooter,1,No,Metropolitian,22,12.25657429
14895,22,4.7,Fog,Jam,1,Meal,scooter,1,No,Metropolitian,42,17.16591503
14896,,,Sandstorms,Low,2,Drinks,scooter,0,No,Metropolitian,27,1.488314547
14897,37,4.7,Stormy,Jam,2,Buffet,scooter,1,No,Metropolitian,25,9.056024276
14898,39,5,Fog,Low,0,Buffet,motorcycle,0,No,Metropolitian,28,4.541151313
14899,23,4.6,Windy,Jam,0,Drinks,motorcycle,1,No,Metropolitian,34,10.56526286
14900,31,4.9,Fog,Jam,0,Drinks,motorcycle,1,Yes,Metropolitian,48,10.8671383
14901,35,4.9,Sandstorms,Low,2,Drinks,scooter,0,No,Metropolitian,20,4.631781459
14902,20,4.8,Cloudy,Low,2,Meal,electric_scooter,0,No,Metropolitian,20,10.60245939
14903,33,4,Sandstorms,Jam,2,Snack,scooter,2,No,Metropolitian,34,8.952838726
14904,35,4.5,Sunny,Medium,2,Snack,electric_scooter,1,No,Urban,26,10.60245939
14905,31,4.8,Cloudy,Low,0,Drinks,motorcycle,1,No,Urban,40,16.11366537
14906,35,4.5,Sunny,High,0,Buffet,motorcycle,0,No,,20,3.116142385
14907,25,4.5,Sunny,High,2,Meal,scooter,0,No,Urban,17,3.06363858
14908,29,4.8,Stormy,Medium,0,Meal,motorcycle,0,No,Metropolitian,10,6.232403352
14909,39,4.4,Stormy,Medium,0,Snack,motorcycle,1,No,Urban,38,14.15280069
14910,36,4.3,Windy,Jam,0,Buffet,motorcycle,1,No,Metropolitian,44,20.18348137
14911,39,4.8,Windy,Jam,0,Meal,motorcycle,1,No,Metropolitian,35,8.937863682
14912,37,5,Sandstorms,Low,2,Drinks,motorcycle,0,No,Metropolitian,26,3.116222885
14913,27,4.6,Cloudy,Low,0,Buffet,motorcycle,1,No,Metropolitian,22,13.98953297
14914,37,4.7,Sandstorms,Low,2,Snack,scooter,0,No,Metropolitian,20,4.656811824
14915,39,4.7,Stormy,Medium,0,Buffet,motorcycle,1,No,Metropolitian,43,10.75627345
14916,35,4.9,Windy,Medium,1,Meal,scooter,1,No,Metropolitian,32,7.683556858
14917,29,4.5,Fog,Medium,2,Buffet,scooter,0,No,Metropolitian,11,4.657597469
14918,22,5,Fog,Jam,2,Buffet,electric_scooter,1,No,Urban,21,9.348109676
14919,36,4.6,Sunny,Jam,1,Buffet,scooter,0,No,Metropolitian,30,19.08998931
14920,34,4.7,Windy,High,2,Meal,scooter,1,No,Metropolitian,28,6.290134678
14921,34,4.9,Stormy,Low,1,Buffet,motorcycle,1,No,Metropolitian,22,4.657619913
14922,32,4.9,Sunny,Jam,2,Buffet,electric_scooter,0,No,Metropolitian,15,7.64828048
14923,24,4.6,Fog,Low,1,Snack,motorcycle,0,No,Urban,10,7.449051157
14924,31,5,Cloudy,Jam,1,Drinks,scooter,1,No,Urban,25,9.220881802
14925,33,4.5,Sandstorms,Low,0,Drinks,motorcycle,1,No,Metropolitian,26,7.790109179
14926,26,4.8,Windy,Jam,2,Meal,scooter,0,No,Urban,12,7.862668167
14927,,,Cloudy,Medium,2,Meal,scooter,1,No,Metropolitian,32,19.61473536
14928,22,4.8,Fog,Low,0,Buffet,motorcycle,1,No,Metropolitian,21,4.682081538
14929,26,3.8,Sunny,High,0,Drinks,motorcycle,0,No,Metropolitian,41,6.209532714
14930,23,4.9,Windy,Low,2,Snack,scooter,0,No,Metropolitian,16,10.86636091
14931,31,3.7,Cloudy,Low,2,Buffet,motorcycle,0,No,Urban,38,11.00773476
14932,26,4.7,Sunny,Medium,0,Drinks,motorcycle,1,No,Metropolitian,24,19.8756806
14933,39,4.2,Cloudy,Jam,1,Snack,scooter,1,No,Metropolitian,49,12.41978792
14934,31,4.6,Sunny,Jam,1,Meal,scooter,0,No,Metropolitian,18,9.055848504
14935,25,4.9,Sunny,Medium,0,Buffet,motorcycle,0,No,Metropolitian,20,9.087937068
14936,25,4.7,Sunny,High,2,Drinks,scooter,,No,Metropolitian,15,6.12868414
14937,31,4.5,Sandstorms,Jam,2,Buffet,scooter,1,No,Metropolitian,28,7.661017947
14938,22,4.6,Cloudy,High,2,Buffet,scooter,0,No,Metropolitian,24,6.290134678
14939,39,4,Fog,Jam,2,Drinks,electric_scooter,0,No,Metropolitian,41,12.42124244
14940,22,4.8,Stormy,Jam,1,Meal,motorcycle,1,No,Urban,19,12.09869994
14941,27,4.8,Stormy,Medium,1,Drinks,motorcycle,1,No,Metropolitian,24,10.90614936
14942,35,4.3,Sandstorms,Medium,2,Snack,scooter,1,No,Urban,32,7.566949092
